,repository_url,repository_name,created_at
1113,https://github.com/ewolff/spring-redis-demo,spring-redis-demo,2012-04-12 00:53:15
1116,https://github.com/krams915/spring-redis-tutorial,spring-redis-tutorial,2012-04-12 00:53:26
1119,https://github.com/wooga/eredis,eredis,2012-04-12 07:32:22
1122,https://github.com/mranney/node_redis,node_redis,2012-04-12 17:24:43
1125,https://github.com/peta/redis-natives-py,redis-natives-py,2012-04-12 18:06:52
1128,https://github.com/andymccurdy/redis-py,redis-py,2012-04-12 19:32:36
1131,https://github.com/antirez/redis-doc,redis-doc,2012-04-12 20:06:33
1134,https://github.com/SpringSource/spring-data-redis,spring-data-redis,2012-04-12 20:31:19
1137,https://github.com/zane/racket-redis,racket-redis,2012-04-12 20:37:10
1140,https://github.com/antirez/redis,redis,2012-04-12 23:34:02
1143,https://github.com/antirez/redis,redis,2012-04-13 01:13:03
1146,https://github.com/antirez/redis,redis,2012-04-13 01:29:45
1149,https://github.com/alphazero/Go-Redis,Go-Redis,2012-04-13 01:30:58
1152,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-04-13 05:20:05
1155,https://github.com/antirez/redis,redis,2012-04-13 09:24:55
1158,https://github.com/mranney/node_redis,node_redis,2012-04-13 12:28:28
1161,https://github.com/cursedcoder/DarkRedisKeeperBundle,DarkRedisKeeperBundle,2012-04-13 13:17:45
1164,https://github.com/cursedcoder/DarkRedisListBundle,DarkRedisListBundle,2012-04-13 13:31:52
1167,https://github.com/vanetix/node-redis-events,node-redis-events,2012-04-13 14:17:33
1170,https://github.com/mranney/node_redis,node_redis,2012-04-13 15:38:22
1173,https://github.com/jlavallee/Test-Mock-Redis,Test-Mock-Redis,2012-04-13 16:53:25
1176,https://github.com/0bp/Redis.framework,Redis.framework,2012-04-13 19:09:27
1179,https://github.com/indexzero/winston-redis,winston-redis,2012-04-13 19:32:13
1182,https://github.com/infochimps-cookbooks/redis,redis,2012-04-13 19:41:48
1185,https://github.com/ctrabold/chef-redis,chef-redis,2012-04-13 20:00:45
1188,https://github.com/sfeu/dm-redis-adapter,dm-redis-adapter,2012-04-13 20:57:39
1191,https://github.com/debasishg/scala-redis,scala-redis,2012-04-13 23:30:41
1194,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-04-13 23:45:42
1197,https://github.com/pietern/hiredis-py,hiredis-py,2012-04-14 02:47:48
1200,https://github.com/gchef/redis-cookbook,redis-cookbook,2012-04-14 05:59:47
1203,https://github.com/andymccurdy/redis-py,redis-py,2012-04-14 06:00:02
1206,https://github.com/icambridge/scala-redis,scala-redis,2012-04-14 10:42:46
1209,https://github.com/laoqiu/redis-admin,redis-admin,2012-04-14 15:08:54
1212,https://github.com/rediscookbook/rediscookbook,rediscookbook,2012-04-14 15:38:20
1215,https://github.com/mranney/node_redis,node_redis,2012-04-14 16:38:05
1218,https://github.com/benosteen/Redis-101,Redis-101,2012-04-14 17:31:41
1221,https://github.com/antirez/redis-doc,redis-doc,2012-04-14 19:38:27
1224,https://github.com/alexmchale/try.redis,try.redis,2012-04-15 07:05:16
1227,https://github.com/jodosha/redis-store,redis-store,2012-04-15 11:10:33
1230,https://github.com/antirez/redis,redis,2012-04-15 11:21:04
1233,https://github.com/pdc/fakeredis,fakeredis,2012-04-15 13:30:50
1236,https://github.com/debasishg/scala-redis,scala-redis,2012-04-15 17:29:24
1239,https://github.com/brianbianco/redisio,redisio,2012-04-15 18:01:51
1242,https://github.com/issackelly/redis-py,redis-py,2012-04-15 21:21:15
1245,https://github.com/niallo/strider-redis-test,strider-redis-test,2012-04-15 23:16:53
1248,https://github.com/mranney/node_redis,node_redis,2012-04-16 00:52:52
1251,https://github.com/jdp/redisent,redisent,2012-04-16 04:51:52
1254,https://github.com/huacnlee/redis-search,redis-search,2012-04-16 06:18:06
1257,https://github.com/ukko/phpredis-phpdoc,phpredis-phpdoc,2012-04-16 07:53:09
1260,https://github.com/jdp/redisent,redisent,2012-04-16 09:47:56
1263,https://github.com/jodosha/redis-store,redis-store,2012-04-16 10:02:11
1266,https://github.com/antirez/redis,redis,2012-04-16 11:32:05
1269,https://github.com/redis/redis-rb,redis-rb,2012-04-16 17:27:32
1272,https://github.com/huacnlee/redis-search,redis-search,2012-04-16 17:35:38
1275,https://github.com/twojcik/luvit-redis,luvit-redis,2012-04-16 19:13:26
1278,https://github.com/kondratovich/the-little-redis-book,the-little-redis-book,2012-04-16 20:09:38
1281,https://github.com/andymccurdy/redis-py,redis-py,2012-04-16 20:46:27
1284,https://github.com/antirez/redis,redis,2012-04-16 20:46:47
1287,https://github.com/jodosha/redis-store,redis-store,2012-04-16 21:34:32
1290,https://github.com/dmajkic/redis,redis,2012-04-17 02:11:15
1293,https://github.com/nateware/redis-objects,redis-objects,2012-04-17 04:38:29
1296,https://github.com/huacnlee/redis-search,redis-search,2012-04-17 04:43:20
1299,https://github.com/nateware/redis-objects,redis-objects,2012-04-17 08:15:21
1302,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-04-17 15:57:57
1305,https://github.com/antirez/redis,redis,2012-04-17 17:58:14
1308,https://github.com/vangberg/rack-session-redis,rack-session-redis,2012-04-17 19:26:02
1311,https://github.com/antirez/redis,redis,2012-04-17 20:14:33
1314,https://github.com/antirez/redis,redis,2012-04-17 22:23:56
1317,https://github.com/masonoise/redis_logger-web,redis_logger-web,2012-04-17 22:40:01
1320,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-04-18 03:32:55
1323,https://github.com/debasishg/scala-redis,scala-redis,2012-04-18 12:06:59
1326,https://github.com/karlseguin/the-little-redis-book,the-little-redis-book,2012-04-18 13:57:12
1329,https://github.com/oli-g/redis-objects,redis-objects,2012-04-18 14:44:45
1332,https://github.com/debasishg/scala-redis,scala-redis,2012-04-18 15:10:51
1335,https://github.com/jamesls/fakeredis,fakeredis,2012-04-18 15:41:09
1338,https://github.com/redis/redis-rb,redis-rb,2012-04-18 16:25:01
1341,https://github.com/jodosha/redis-store,redis-store,2012-04-18 16:29:06
1344,https://github.com/mattb/pig-redis,pig-redis,2012-04-18 17:30:57
1347,https://github.com/jimeh/redistat,redistat,2012-04-18 18:25:14
1350,https://github.com/nfarring/redisrpc,redisrpc,2012-04-18 21:40:01
1353,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-04-18 22:19:35
1356,https://github.com/robbiehudson/redis-lua-stats,redis-lua-stats,2012-04-18 23:17:20
1359,https://github.com/jodosha/redis-store,redis-store,2012-04-19 00:17:29
1362,https://github.com/iamteem/redisco,redisco,2012-04-19 03:01:18
1365,https://github.com/antirez/redis-doc,redis-doc,2012-04-19 04:30:00
1368,https://github.com/antirez/redis,redis,2012-04-19 08:04:51
1371,https://github.com/liokm/django-redisession,django-redisession,2012-04-19 12:56:57
1374,https://github.com/mranney/node_redis,node_redis,2012-04-19 14:54:34
1377,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-04-19 15:54:03
1380,https://github.com/joeyespo/hello-redis-tasks,hello-redis-tasks,2012-04-19 16:14:28
1383,https://github.com/sorenmacbeth/storm-redis-pubsub,storm-redis-pubsub,2012-04-19 17:50:10
1386,https://github.com/pietern/hiredis-rb,hiredis-rb,2012-04-19 18:45:00
1389,https://github.com/liokm/django-redisession,django-redisession,2012-04-19 19:56:58
1392,https://github.com/redis/redis-rb,redis-rb,2012-04-19 20:25:29
1395,https://github.com/pizzapanther/django-redis-sessions,django-redis-sessions,2012-04-19 20:40:25
1398,https://github.com/antirez/redis,redis,2012-04-19 21:31:29
1401,https://github.com/antirez/redis,redis,2012-04-19 21:48:19
1404,https://github.com/nateware/redis-objects,redis-objects,2012-04-19 22:12:37
1407,https://github.com/nrk/predis,predis,2012-04-19 22:54:41
1410,https://github.com/antirez/redis-doc,redis-doc,2012-04-19 23:04:07
1413,https://github.com/CXInc/chef-redis,chef-redis,2012-04-20 00:04:53
1416,https://github.com/infochimps-cookbooks/redis,redis,2012-04-20 01:17:21
1419,https://github.com/laoqiu/redis-admin,redis-admin,2012-04-20 02:59:52
1422,https://github.com/laoqiu/redis-admin,redis-admin,2012-04-20 04:11:13
1425,https://github.com/dmajkic/redis,redis,2012-04-20 07:03:20
1428,https://github.com/antirez/redis,redis,2012-04-20 10:38:16
1431,https://github.com/antirez/redis,redis,2012-04-20 12:41:18
1434,https://github.com/agentzh/redis2-nginx-module,redis2-nginx-module,2012-04-20 14:45:06
1437,https://github.com/redis/redis-rb,redis-rb,2012-04-20 15:21:42
1440,https://github.com/tghw/miniredis,miniredis,2012-04-20 16:01:57
1443,https://github.com/CXInc/chef-redis,chef-redis,2012-04-20 17:43:56
1446,https://github.com/nateware/redis-objects,redis-objects,2012-04-20 22:17:43
1449,https://github.com/pietern/hiredis-rb,hiredis-rb,2012-04-20 22:30:28
1452,https://github.com/antirez/redis,redis,2012-04-21 01:42:33
1455,https://github.com/mranney/node_redis,node_redis,2012-04-21 07:15:03
1458,https://github.com/youngking/redis-shard,redis-shard,2012-04-21 11:16:11
1461,https://github.com/huacnlee/redis-search,redis-search,2012-04-21 11:27:50
1464,https://github.com/mattb/pig-redis,pig-redis,2012-04-21 12:31:20
1467,https://github.com/antirez/redis,redis,2012-04-21 18:16:42
1470,https://github.com/agladysh/lua-hiredis,lua-hiredis,2012-04-21 18:34:40
1473,https://github.com/nicolasff/phpredis,phpredis,2012-04-21 20:05:24
1476,https://github.com/rishair/php-redis-autocomplete,php-redis-autocomplete,2012-04-22 01:12:52
1479,https://github.com/debasishg/scala-redis,scala-redis,2012-04-22 01:30:36
1482,https://github.com/jodosha/redis-store,redis-store,2012-04-22 13:14:06
1485,https://github.com/pietern/hiredis-rb,hiredis-rb,2012-04-22 19:39:36
1488,https://github.com/phpnode/YiiRedis,YiiRedis,2012-04-22 20:41:49
1491,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-04-22 23:39:19
1494,https://github.com/ctrabold/chef-redis,chef-redis,2012-04-23 01:17:57
1497,https://github.com/nrk/predis,predis,2012-04-23 08:15:48
1500,https://github.com/mhemesath/connect-heroku-redis,connect-heroku-redis,2012-04-23 08:45:12
1503,https://github.com/rgl/redis,redis,2012-04-23 13:20:34
1506,https://github.com/simonw/django-redis-monitor,django-redis-monitor,2012-04-23 13:22:49
1509,https://github.com/nicolasff/phpredis,phpredis,2012-04-23 13:50:21
1512,https://github.com/JuanitoFatas/redis,redis,2012-04-23 14:19:47
1515,https://github.com/phpnode/YiiRedis,YiiRedis,2012-04-23 15:22:54
1518,https://github.com/yaauie/redisrpc,redisrpc,2012-04-23 16:54:54
1521,https://github.com/andymccurdy/redis-py,redis-py,2012-04-23 19:06:50
1524,https://github.com/mranney/node_redis,node_redis,2012-04-23 20:10:26
1527,https://github.com/antirez/redis,redis,2012-04-23 20:35:50
1530,https://github.com/oggy/redis_master_slave,redis_master_slave,2012-04-23 20:42:07
1533,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-04-23 22:06:04
1536,https://github.com/antirez/redis-timeseries,redis-timeseries,2012-04-24 01:18:13
1539,https://github.com/antirez/redis,redis,2012-04-24 10:18:36
1542,https://github.com/antirez/redis,redis,2012-04-24 12:01:42
1545,https://github.com/guilleiguaran/fakeredis,fakeredis,2012-04-24 13:34:53
1548,https://github.com/guilleiguaran/fakeredis,fakeredis,2012-04-24 13:36:03
1551,https://github.com/antirez/redis,redis,2012-04-24 13:57:53
1554,https://github.com/redis/redis-rb,redis-rb,2012-04-24 17:51:35
1557,https://github.com/jedp/redis-completer,redis-completer,2012-04-24 19:37:21
1560,https://github.com/nateware/redis-objects,redis-objects,2012-04-24 20:38:28
1563,https://github.com/lp/ObjCHiredis,ObjCHiredis,2012-04-24 20:49:29
1566,https://github.com/robertleib/sinatra-postgres-mongo-redis-heroku,sinatra-postgres-mongo-redis-heroku,2012-04-24 21:32:36
1569,https://github.com/mranney/node_redis,node_redis,2012-04-24 22:47:15
1572,https://github.com/CXInc/chef-redis,chef-redis,2012-04-24 23:25:54
1575,https://github.com/redis/redis-rb,redis-rb,2012-04-25 02:27:09
1578,https://github.com/pietern/hiredis-node,hiredis-node,2012-04-25 03:30:17
1581,https://github.com/antirez/redis,redis,2012-04-25 09:12:23
1584,https://github.com/particlebanana/resourceful-redis,resourceful-redis,2012-04-25 11:01:45
1587,https://github.com/puneetk/kohana-redis-cache,kohana-redis-cache,2012-04-25 14:27:18
1590,https://github.com/antirez/redis,redis,2012-04-25 14:31:17
1593,https://github.com/obie/redis_on_rails,redis_on_rails,2012-04-25 15:41:38
1596,https://github.com/obie/redis_on_rails,redis_on_rails,2012-04-25 15:53:13
1599,https://github.com/antirez/redis,redis,2012-04-25 19:04:58
1602,https://github.com/znanja/z_redis_cache,z_redis_cache,2012-04-25 19:46:22
1605,https://github.com/guilleiguaran/fakeredis,fakeredis,2012-04-25 20:03:35
1608,https://github.com/beberlei/AzureDistributionBundle,AzureDistributionBundle,2012-04-25 21:51:08
1611,https://github.com/agrieser/redis_web,redis_web,2012-04-26 00:48:18
1614,https://github.com/antirez/redis,redis,2012-04-26 02:11:38
1617,https://github.com/antirez/redis,redis,2012-04-26 03:40:28
1620,https://github.com/ryanlecompte/redis_failover,redis_failover,2012-04-26 09:19:06
1623,https://github.com/antirez/redis,redis,2012-04-26 13:02:18
1626,https://github.com/laoqiu/redis-admin,redis-admin,2012-04-26 14:38:46
1629,https://github.com/antirez/redis,redis,2012-04-26 18:37:06
1632,https://github.com/antirez/redis,redis,2012-04-26 19:00:07
1635,https://github.com/MSOpenTech/redis,redis,2012-04-26 19:58:32
1638,https://github.com/MSOpenTech/redis,redis,2012-04-26 22:51:57
1641,https://github.com/nrk/predis,predis,2012-04-26 23:13:11
1644,https://github.com/alphazero/Go-Redis,Go-Redis,2012-04-27 00:16:44
1647,https://github.com/nicolasff/phpredis,phpredis,2012-04-27 01:50:51
1650,https://github.com/andymccurdy/redis-py,redis-py,2012-04-27 02:17:47
1653,https://github.com/niwibe/django-redis,django-redis,2012-04-27 06:26:01
1656,https://github.com/antirez/redis,redis,2012-04-27 08:48:15
1659,https://github.com/antirez/redis,redis,2012-04-27 08:56:01
1662,https://github.com/antirez/redis,redis,2012-04-27 10:07:15
1665,https://github.com/MSOpenTech/redis,redis,2012-04-27 12:47:38
1668,https://github.com/MSOpenTech/redis,redis,2012-04-27 18:40:05
1671,https://github.com/razorinc/redis-openshift-example,redis-openshift-example,2012-04-27 18:46:18
1674,https://github.com/MSOpenTech/redis,redis,2012-04-27 19:17:55
1677,https://github.com/MSOpenTech/redis,redis,2012-04-27 19:59:03
1680,https://github.com/whoahbot/dm-redis-adapter,dm-redis-adapter,2012-04-27 20:24:00
1683,https://github.com/whoahbot/dm-redis-adapter,dm-redis-adapter,2012-04-27 20:49:26
1686,https://github.com/nateware/redis-objects,redis-objects,2012-04-27 22:22:42
1689,https://github.com/redis/redis-rb,redis-rb,2012-04-27 22:57:43
1692,https://github.com/noahhl/redis-timeseries,redis-timeseries,2012-04-28 00:57:31
1695,https://github.com/fnando/redis-settings,redis-settings,2012-04-28 02:19:02
1698,https://github.com/finaldie/redis,redis,2012-04-28 02:31:03
1701,https://github.com/antirez/redis,redis,2012-04-28 04:02:44
1704,https://github.com/antirez/redis,redis,2012-04-28 08:09:47
1707,https://github.com/dmajkic/redis,redis,2012-04-28 08:33:15
1710,https://github.com/boz/redis_autocomplete,redis_autocomplete,2012-04-28 11:05:04
1713,https://github.com/ServiceStack/ServiceStack.Redis,ServiceStack.Redis,2012-04-28 11:32:24
1716,https://github.com/MSOpenTech/redis,redis,2012-04-28 11:42:33
1719,https://github.com/FreeFlow/redis-viewer,redis-viewer,2012-04-28 13:45:02
1722,https://github.com/agentzh/redis2-nginx-module,redis2-nginx-module,2012-04-28 15:46:37
1725,https://github.com/MSOpenTech/redis,redis,2012-04-28 16:26:10
1728,https://github.com/melo/perl-redis,perl-redis,2012-04-28 17:27:08
1731,https://github.com/cramerdev/redis-cookbook,redis-cookbook,2012-04-28 18:10:49
1734,https://github.com/antirez/redis,redis,2012-04-28 19:43:18
1737,https://github.com/hymloth/pyredise,pyredise,2012-04-28 22:04:46
1740,https://github.com/didip/bayes_on_redis,bayes_on_redis,2012-04-28 22:16:10
1743,https://github.com/hymloth/pyredise,pyredise,2012-04-29 00:20:49
1746,https://github.com/MSOpenTech/redis,redis,2012-04-29 03:48:47
1749,https://github.com/mmcgrana/clj-redis,clj-redis,2012-04-29 08:30:36
1752,https://github.com/openshift/redis-openshift-example,redis-openshift-example,2012-04-29 09:04:36
1755,https://github.com/karlseguin/the-little-redis-book,the-little-redis-book,2012-04-29 14:55:18
1758,https://github.com/CheggEng/Rediska,Rediska,2012-04-29 15:28:39
1761,https://github.com/antirez/redis,redis,2012-04-29 18:44:35
1764,https://github.com/gilles/redis-munin,redis-munin,2012-04-29 23:25:52
1767,https://github.com/cloudartisan/sd-redis,sd-redis,2012-04-29 23:26:32
1770,https://github.com/gilles/redis-munin,redis-munin,2012-04-29 23:34:23
1773,https://github.com/sebleier/django-redis-cache,django-redis-cache,2012-04-30 01:19:49
1776,https://github.com/redis/redis-rb,redis-rb,2012-04-30 01:41:12
1779,https://github.com/hymloth/pyredise,pyredise,2012-04-30 06:46:17
1782,https://github.com/antirez/redis-doc,redis-doc,2012-04-30 06:51:54
1785,https://github.com/antirez/redis,redis,2012-04-30 07:22:49
1788,https://github.com/antirez/redis,redis,2012-04-30 09:26:34
1791,https://github.com/antirez/redis-doc,redis-doc,2012-04-30 11:37:06
1794,https://github.com/andymccurdy/redis-py,redis-py,2012-04-30 14:51:01
1797,https://github.com/antirez/redis,redis,2012-04-30 15:52:27
1800,https://github.com/ryanbrainard/php-redis-heroku-demo,php-redis-heroku-demo,2012-04-30 18:18:58
1803,https://github.com/mranney/node_redis,node_redis,2012-04-30 19:15:35
