repo	terms	is_editors	url
shriphani/clojure_scraping_overview	clojure scraping overview	false	http://github.com/shriphani/clojure_scraping_overview
david139/gitrepository	gitrepository	false	http://github.com/david139/gitrepository
valensa/vim-colors-solarized	vim colors solarized	True	http://github.com/valensa/vim-colors-solarized
desertmonad/kttextview	kttextview	false	http://github.com/desertmonad/kttextview
docchecker/dr-eyal-levit	dr eyal levit	false	http://github.com/docchecker/dr-eyal-levit
svizion/bootstrap-toggle	bootstrap toggle	false	http://github.com/svizion/bootstrap-toggle
rockstardevelopments/sublime-text-2-user-settings	sublime text 2 user settings	True	http://github.com/rockstardevelopments/sublime-text-2-user-settings
leonardo-ferreira/dash	dash	false	http://github.com/leonardo-ferreira/dash
davidc1947/learn-rails	learn rails	false	http://github.com/davidc1947/learn-rails
tvilaboa/traveltogether	traveltogether	false	http://github.com/tvilaboa/traveltogether
intercom/devise	devise	false	http://github.com/intercom/devise
vincentbernat/znc	znc	False	http://github.com/vincentbernat/znc
neilgaietto/web-service-monitor-tile	web service monitor tile	False	http://github.com/neilgaietto/web-service-monitor-tile
ynivin/veridraw	veridraw	False	http://github.com/ynivin/veridraw
vhernando/emacs-conf-file	emacs conf file	True	http://github.com/vhernando/emacs-conf-file
jeffh/cedar-sample-testbundle-osx	cedar sample testbundle osx	False	http://github.com/jeffh/cedar-sample-testbundle-osx
nicobrevin/soundmanager2	soundmanager2	False	http://github.com/nicobrevin/soundmanager2
davidblurton/jade	jade	False	http://github.com/davidblurton/jade
njhamann/environment-config-files	environment config files	False	http://github.com/njhamann/environment-config-files
riywo/acme-anime	acme anime	False	http://github.com/riywo/acme-anime
davidknag/twitter-search-bootstrap	twitter search bootstrap	False	http://github.com/davidknag/twitter-search-bootstrap
samueleciprietti/nova_kernel	nova kernel	False	http://github.com/samueleciprietti/nova_kernel
dvirus/psfreedom	psfreedom	False	http://github.com/dvirus/psfreedom
hanhecai/platform_dalvik	platform dalvik	False	http://github.com/hanhecai/platform_dalvik
locrianmode/sample_app	sample app	False	http://github.com/locrianmode/sample_app
diegolima/php-openstack-samples	php openstack samples	False	http://github.com/diegolima/php-openstack-samples
sonyakli/sample_app	sample app	False	http://github.com/sonyakli/sample_app
rpavlovs/bb10-webworks-samples	bb  webworks samples	False	http://github.com/rpavlovs/bb10-webworks-samples
kilaka/viewpager-independent	viewpager independent	False	http://github.com/kilaka/viewpager-independent
devildeveloper/volo	volo	False	http://github.com/devildeveloper/volo
elephantmasse/sam	sam	False	http://github.com/elephantmasse/sam
matthiasbruns/quiltviewlibrary	quiltviewlibrary	False	http://github.com/matthiasbruns/quiltviewlibrary
fsp/swipeview	swipeview	False	http://github.com/fsp/swipeview
davidchow007/whatsapi	whatsapi	False	http://github.com/davidchow007/whatsapi
zolnaidani/android-viewpagerindicator	android viewpagerindicator	False	http://github.com/zolnaidani/android-viewpagerindicator
asanghi/devise_invitable	devise invitable	False	http://github.com/asanghi/devise_invitable
fvia/vm0	vm0	False	http://github.com/fvia/vm0
mohamedalsherif/samplewebservice	samplewebservice	False	http://github.com/mohamedalsherif/samplewebservice
savis/lucene-solr	lucene solr	False	http://github.com/savis/lucene-solr
emacsattic/encap	encap	False	http://github.com/emacsattic/encap
megafinz/dropboxpreviewgrabber	dropboxpreviewgrabber	False	http://github.com/megafinz/dropboxpreviewgrabber
jerryyeung/vinci-dhcp	vinci dhcp	False	http://github.com/jerryyeung/vinci-dhcp
ingbriandiaz/html5_video_voting	html5 video voting	False	http://github.com/ingbriandiaz/html5_video_voting
perlamber/gesture-imageview	gesture imageview	False	http://github.com/perlamber/gesture-imageview
temasek/android_device_asus_deb	android device asus deb	False	http://github.com/temasek/android_device_asus_deb
amaks/anatomyofbackbone	anatomyofbackbone	False	http://github.com/amaks/anatomyofbackbone
evaristogz/tussam	tussam	False	http://github.com/evaristogz/tussam
davidcmurphy/embedly-java	embedly java	False	http://github.com/davidcmurphy/embedly-java
pld-linux/gnome-applet-divider	gnome applet divider	False	http://github.com/pld-linux/gnome-applet-divider
ottovirtanen/pico	pico	False	http://github.com/ottovirtanen/pico
d2fn/samsara	samsara	False	http://github.com/d2fn/samsara
tilljoel/our-boxen	our boxen	False	http://github.com/tilljoel/our-boxen
rbfalavinha/calibre-kobo-driver	calibre kobo driver	False	http://github.com/rbfalavinha/calibre-kobo-driver
davidzmsg/unblock-youku	unblock youku	False	http://github.com/davidzmsg/unblock-youku
mlevinson/timereports	timereports	False	http://github.com/mlevinson/timereports
dypan/vsvim	vsvim	True	http://github.com/dypan/vsvim
generoi/context_takeover	context takeover	False	http://github.com/generoi/context_takeover
manigovindarajulu/testmani	testmani	False	http://github.com/manigovindarajulu/testmani
lossoth/sample_app	sample app	False	http://github.com/lossoth/sample_app
rkowal/lua-omni-vim-completion	lua omni vim completion	True	http://github.com/rkowal/lua-omni-vim-completion
richajain/text_editor	text editor	True	http://github.com/richajain/text_editor
viniychuk/vanilla-popup	vanilla popup	False	http://github.com/viniychuk/vanilla-popup
radavis/restaurant	restaurant	False	http://github.com/radavis/restaurant
kadvin/app_table	app table	False	http://github.com/kadvin/app_table
nerdrew/vim-ruby	vim ruby	True	http://github.com/nerdrew/vim-ruby
robavista/goodforgood	goodforgood	False	http://github.com/robavista/goodforgood
jessedavis/elasticsearch-knapsack	elasticsearch knapsack	False	http://github.com/jessedavis/elasticsearch-knapsack
mallim/jquery-in-place-editor	jquery in place editor	False	http://github.com/mallim/jquery-in-place-editor
sasansamit/trident-spring	trident spring	False	http://github.com/sasansamit/trident-spring
evilensky/avalon	avalon	False	http://github.com/evilensky/avalon
trimeloni/tonicsample	tonicsample	False	http://github.com/trimeloni/tonicsample
thongle91/sample_app_2nd_ed	sample app 2nd ed	False	http://github.com/thongle91/sample_app_2nd_ed
sinmaniphel/mybaztagservices-server	mybaztagservices server	False	http://github.com/sinmaniphel/mybaztagservices-server
previousnext/redmine_boards_watchers	redmine boards watchers	False	http://github.com/previousnext/redmine_boards_watchers
anvil8/django-admin-tools	django admin tools	False	http://github.com/anvil8/django-admin-tools
ashwinnbhanushali/avideo	avideo	False	http://github.com/ashwinnbhanushali/avideo
dmitriyspb/meditoria	meditoria	False	http://github.com/dmitriyspb/meditoria
houshijie/rsstomobiservice	rsstomobiservice	False	http://github.com/houshijie/rsstomobiservice
mottore/sample_app	sample app	False	http://github.com/mottore/sample_app
merdolphin/grnvisulizationcute	grnvisulizationcute	False	http://github.com/merdolphin/grnvisulizationcute
gavinwang/spree	spree	False	http://github.com/gavinwang/spree
joenali/match	match	False	http://github.com/joenali/match
canerturkmen/servicetests	servicetests	False	http://github.com/canerturkmen/servicetests
vietnamese-cs-student-association/tang-kinh-cac	tang kinh cac	False	http://github.com/vietnamese-cs-student-association/tang-kinh-cac
tkkasimov/textmate	textmate	True	http://github.com/tkkasimov/textmate
finchpowers/chrome-github-navigator-extension	chrome github navigator extension	False	http://github.com/finchpowers/chrome-github-navigator-extension
ejjy/favico.js	favico js	False	http://github.com/ejjy/favico.js
andi34/android_device_samsung_omap4-common	android device samsung omap4 common	False	http://github.com/andi34/android_device_samsung_omap4-common
alexbeau/travianz-by-shadow	travianz by shadow	False	http://github.com/alexbeau/travianz-by-shadow
davidlove/lrlp_paper	lrlp paper	False	http://github.com/davidlove/lrlp_paper
bkodres93/mazesolver	mazesolver	False	http://github.com/bkodres93/mazesolver
cs-svnmirror/evil-programmers	evil programmers	False	http://github.com/cs-svnmirror/evil-programmers
martinmoizard/aws-sns-samples	aws sns samples	False	http://github.com/martinmoizard/aws-sns-samples
smiklosovic/arquillian-container-android-drone-web	arquillian container android drone web	False	http://github.com/smiklosovic/arquillian-container-android-drone-web
syrusakbary/nanoscrollerjs	nanoscrollerjs	False	http://github.com/syrusakbary/nanoscrollerjs
vkaravir/opendsa	opendsa	False	http://github.com/vkaravir/opendsa
joemccann/appjs-apppackager	appjs apppackager	False	http://github.com/joemccann/appjs-apppackager
tslavinsky/clipsapidemo	clipsapidemo	False	http://github.com/tslavinsky/clipsapidemo
rlgbuilders/sample	sample	False	http://github.com/rlgbuilders/sample
wp-plugins/virtual-pages	virtual pages	False	http://github.com/wp-plugins/virtual-pages
jamvius/bootstrap	bootstrap	False	http://github.com/jamvius/bootstrap
xperianext/android_device_sony_fuji-common	android device sony fuji common	False	http://github.com/xperianext/android_device_sony_fuji-common
vista2001/swtwork	swtwork	False	http://github.com/vista2001/swtwork
devvit/handlersocket-plugin-for-mysql	handlersocket plugin for mysql	False	http://github.com/devvit/handlersocket-plugin-for-mysql
dimkof/youtube-video	youtube video	False	http://github.com/dimkof/youtube-video
msama/android-places-api	android places api	False	http://github.com/msama/android-places-api
corydorasnomu/defeatdevil	defeatdevil	False	http://github.com/corydorasnomu/defeatdevil
pollingj/mm-devise	mm devise	False	http://github.com/pollingj/mm-devise
joe-xxx/wolf3d	wolf3d	False	http://github.com/joe-xxx/wolf3d
joelhelbling/dot_vim	dot vim	True	http://github.com/joelhelbling/dot_vim
ryan-chambers/jstestdriver-sample-project	jstestdriver sample project	False	http://github.com/ryan-chambers/jstestdriver-sample-project
derekzhang79/fximageview	fximageview	False	http://github.com/derekzhang79/fximageview
jocavill/tenndeavor	tenndeavor	False	http://github.com/jocavill/tenndeavor
deepanshu7016/testsample	testsample	False	http://github.com/deepanshu7016/testsample
rretamal/servicestack	servicestack	False	http://github.com/rretamal/servicestack
mozilla-b2g/device_generic_goldfish	device generic goldfish	False	http://github.com/mozilla-b2g/device_generic_goldfish
lunaris/vim-vorpal	vim vorpal	True	http://github.com/lunaris/vim-vorpal
openningia/scintillacondivisa	scintillacondivisa	False	http://github.com/openningia/scintillacondivisa
gavincarr/uri-query	uri query	False	http://github.com/gavincarr/uri-query
ashishmishra007/augmented-reality-view	augmented reality view	False	http://github.com/ashishmishra007/augmented-reality-view
levigross/exp-html	exp html	False	http://github.com/levigross/exp-html
angrytit/akka-transactor-sample	akka transactor sample	False	http://github.com/angrytit/akka-transactor-sample
emacsmirror/iedit	iedit	True	http://github.com/emacsmirror/iedit
joel-wehr/pitchfork	pitchfork	False	http://github.com/joel-wehr/pitchfork
cuiweijie/jtgesturebasedtableviewdemo	jtgesturebasedtableviewdemo	False	http://github.com/cuiweijie/jtgesturebasedtableviewdemo
sibahota059/pbpaypalpaymentviewcontroller	pbpaypalpaymentviewcontroller	False	http://github.com/sibahota059/pbpaypalpaymentviewcontroller
yoshihisamaruya/feature_test	feature test	False	http://github.com/yoshihisamaruya/feature_test
isam12/ruby-sample	ruby sample	False	http://github.com/isam12/ruby-sample
advishnuprasad/algorithms	algorithms	False	http://github.com/advishnuprasad/algorithms
satomko/sample_app	sample app	False	http://github.com/satomko/sample_app
reynaldo-samsung/gst-streaming-server	gst streaming server	False	http://github.com/reynaldo-samsung/gst-streaming-server
leoliu/pcmpl-git-el	pcmpl git el	True	http://github.com/leoliu/pcmpl-git-el
jalalhejazi/samples	samples	False	http://github.com/jalalhejazi/samples
omar-hossam/db	db	False	http://github.com/omar-hossam/db
stanislas/viaz	viaz	False	http://github.com/stanislas/viaz
viniciusosc/cucumber_project	cucumber project	False	http://github.com/viniciusosc/cucumber_project
vim-scripts/mingw.vim	mingw vim	True	http://github.com/vim-scripts/mingw.vim
rkwitt/imageviewer	imageviewer	False	http://github.com/rkwitt/imageviewer
stephenjin/fsphotoview	fsphotoview	False	http://github.com/stephenjin/fsphotoview
swee17hp/sample_app	sample app	False	http://github.com/swee17hp/sample_app
xinchin/favicon-cheat-sheet	favicon cheat sheet	False	http://github.com/xinchin/favicon-cheat-sheet
thecollective/android_kernel_samsung_smdk4210	android kernel samsung smdk 	False	http://github.com/thecollective/android_kernel_samsung_smdk4210
daviddumon/moteur-v4	moteur v4	False	http://github.com/daviddumon/moteur-v4
jackpf/halo4servicerecord	halo4servicerecord	False	http://github.com/jackpf/halo4servicerecord
cytoscape/cytoscape.js-navigator	cytoscape js navigator	False	http://github.com/cytoscape/cytoscape.js-navigator
bilderbastler/video-filter-processor	video filter processor	False	http://github.com/bilderbastler/video-filter-processor
mfsi-avisheks/sequelize	sequelize	False	http://github.com/mfsi-avisheks/sequelize
cicloid/devise_uid	devise uid	False	http://github.com/cicloid/devise_uid
bobbyjoe93/clubs	clubs	False	http://github.com/bobbyjoe93/clubs
vicenteforever/laravel	laravel	False	http://github.com/vicenteforever/laravel
groverz/webvirtmgr	webvirtmgr	False	http://github.com/groverz/webvirtmgr
zhangda89/vim-colors-solarized	vim colors solarized	True	http://github.com/zhangda89/vim-colors-solarized
gavinballard/css3-github-buttons	css3 github buttons	False	http://github.com/gavinballard/css3-github-buttons
eduardovilha/abre	abre	False	http://github.com/eduardovilha/abre
leominov/passbox	passbox	False	http://github.com/leominov/passbox
ravipatipushkar/openmrs-core	openmrs core	False	http://github.com/ravipatipushkar/openmrs-core
changguanghua/pprevealsideviewcontroller	pprevealsideviewcontroller	False	http://github.com/changguanghua/pprevealsideviewcontroller
melvin04/advancedwebcomputing	advancedwebcomputing	False	http://github.com/melvin04/advancedwebcomputing
haobug/taglist.vim	taglist vim	True	http://github.com/haobug/taglist.vim
asynchrony/devise	devise	False	http://github.com/asynchrony/devise
avit/avit.github.com	avit github com	False	http://github.com/avit/avit.github.com
fusco/ckeditor_filemanager	ckeditor filemanager	True	http://github.com/fusco/ckeditor_filemanager
noqqe/nano-bash	nano bash	False	http://github.com/noqqe/nano-bash
rodrigoavila/petregistration	petregistration	False	http://github.com/rodrigoavila/petregistration
dashboard-x/servicestack.examples	servicestack examples	False	http://github.com/dashboard-x/servicestack.examples
michaelkubovic/afg	afg	False	http://github.com/michaelkubovic/afg
deivisonarthur/magentostudyguide.com	magentostudyguide com	False	http://github.com/deivisonarthur/magentostudyguide.com
ahyatt/emacs-starter-kit	emacs starter kit	True	http://github.com/ahyatt/emacs-starter-kit
exilium/pifarm-device-python	pifarm device python	False	http://github.com/exilium/pifarm-device-python
elesdoar/geoservices-js	geoservices js	False	http://github.com/elesdoar/geoservices-js
travis4all/fasync	fasync	False	http://github.com/travis4all/fasync
joeldart/knockout	knockout	False	http://github.com/joeldart/knockout
kingklick/kk-vision-kernel	kk vision kernel	False	http://github.com/kingklick/kk-vision-kernel
vitr/github-blog-jb3	github blog jb3	False	http://github.com/vitr/github-blog-jb3
moira5/seo-services	seo services	False	http://github.com/moira5/seo-services
charlesvi/projecteuler01	projecteuler 	False	http://github.com/charlesvi/projecteuler01
sampa/yiiauth	yiiauth	False	http://github.com/sampa/yiiauth
tcp209/kernel_samsung_epic4gtouch	kernel samsung epic4gtouch	False	http://github.com/tcp209/kernel_samsung_epic4gtouch
lucasb-eyer/visionary	visionary	False	http://github.com/lucasb-eyer/visionary
leoherreramena/fchcge001swp_ocx_scr	fchcge swp ocx scr	False	http://github.com/leoherreramena/fchcge001swp_ocx_scr
mwanjajoel/matatu-experiment	matatu experiment	False	http://github.com/mwanjajoel/matatu-experiment
joergfiedler/node-scoped-http-client	node scoped http client	False	http://github.com/joergfiedler/node-scoped-http-client
robotonics/fileopener	fileopener	False	http://github.com/robotonics/fileopener
joesumiya/ericacarrinho	ericacarrinho	False	http://github.com/joesumiya/ericacarrinho
shdatta/chrome-app-samples	chrome app samples	False	http://github.com/shdatta/chrome-app-samples
serviceportalteam/capacitytool	capacitytool	False	http://github.com/serviceportalteam/capacitytool
leowebb/fossdirectory.github.io	fossdirectory github io	False	http://github.com/leowebb/fossdirectory.github.io
jasondavies/mex.js	mex js	False	http://github.com/jasondavies/mex.js
vimanhhiep/tieu-de-blog-day-ne-ne-ne-ne-ne-hi-hi	tieu de blog day ne ne ne ne ne hi hi	False	http://github.com/vimanhhiep/tieu-de-blog-day-ne-ne-ne-ne-ne-hi-hi
vitriolix/django_multiuploader	django multiuploader	False	http://github.com/vitriolix/django_multiuploader
ariansameni/logn	logn	False	http://github.com/ariansameni/logn
bkw795/sample_app_novii	sample app novii	False	http://github.com/bkw795/sample_app_novii
mharski/marjoecasidsid_webprog-oop-	marjoecasidsid webprog oop 	False	http://github.com/mharski/marjoecasidsid_webprog-oop-
vi880704/----	    	False	http://github.com/vi880704/----
piemanstudios/pcnavigationcontroller	pcnavigationcontroller	False	http://github.com/piemanstudios/pcnavigationcontroller
elvislei/uniqush-push	uniqush push	False	http://github.com/elvislei/uniqush-push
vicfortran/simple-grid	simple grid	False	http://github.com/vicfortran/simple-grid
davgit/sammy	sammy	False	http://github.com/davgit/sammy
vinoth18/phonegap	phonegap	False	http://github.com/vinoth18/phonegap
greenleafone7/minicodeeditor	minicodeeditor	False	http://github.com/greenleafone7/minicodeeditor
crvidya/node-bufferstream	node bufferstream	False	http://github.com/crvidya/node-bufferstream
joelimome/sleekpubsub2	sleekpubsub2	False	http://github.com/joelimome/sleekpubsub2
david-s0/savitch-ch9	savitch ch9	False	http://github.com/david-s0/savitch-ch9
bogenpirat/interframe-avisynth-script	interframe avisynth script	False	http://github.com/bogenpirat/interframe-avisynth-script
jmhorak/css-overview	css overview	False	http://github.com/jmhorak/css-overview
vineetreynolds/incubator-deltaspike	incubator deltaspike	False	http://github.com/vineetreynolds/incubator-deltaspike
davidsulc/backbone.marionette-collection-example	backbone marionette collection example	False	http://github.com/davidsulc/backbone.marionette-collection-example
vim-scripts/sudoku_game	sudoku game	False	http://github.com/vim-scripts/sudoku_game
euskadi31/psproductreviews	psproductreviews	False	http://github.com/euskadi31/psproductreviews
davidmarques/geohtml	geohtml	False	http://github.com/davidmarques/geohtml
watsoncui/datavisualization	datavisualization	False	http://github.com/watsoncui/datavisualization
jerviver21/pruebaweb1	pruebaweb1	False	http://github.com/jerviver21/pruebaweb1
inser7/rovio8-flat	rovio8 flat	False	http://github.com/inser7/rovio8-flat
skington/acme-addslashes	acme addslashes	False	http://github.com/skington/acme-addslashes
roshan2989/android_device_samsung_galaxysmtd	android device samsung galaxysmtd	False	http://github.com/roshan2989/android_device_samsung_galaxysmtd
sandhyawy/sample	sample	False	http://github.com/sandhyawy/sample
dansam100/fydp	fydp	False	http://github.com/dansam100/fydp
ludvig/bitstarter	bitstarter	False	http://github.com/ludvig/bitstarter
namdefedi/the-best-torrent-for-movies	the best torrent for movies	False	http://github.com/namdefedi/the-best-torrent-for-movies
schisamo/chef-jenkins	chef jenkins	False	http://github.com/schisamo/chef-jenkins
jayjanssen/pxc_myisam_perf	pxc myisam perf	False	http://github.com/jayjanssen/pxc_myisam_perf
nestorcorrea/sample_app	sample app	False	http://github.com/nestorcorrea/sample_app
dayed/sublimetext2-ftpsync	sublimetext2 ftpsync	True	http://github.com/dayed/sublimetext2-ftpsync
rndstr/gist-vim	gist vim	True	http://github.com/rndstr/gist-vim
federatedmedia/cronviz	cronviz	False	http://github.com/federatedmedia/cronviz
mpopovichr/spoon-knife	spoon knife	False	http://github.com/mpopovichr/spoon-knife
bivinvinod/codex1	codex1	False	http://github.com/bivinvinod/codex1
fraviofii/rtdm-pwm	rtdm pwm	False	http://github.com/fraviofii/rtdm-pwm
wmspanel/nimble-streamer-player-samples	nimble streamer player samples	False	http://github.com/wmspanel/nimble-streamer-player-samples
daviddemello/web-dev-proxy	web dev proxy	False	http://github.com/daviddemello/web-dev-proxy
scavixsoftware/webframework	webframework	False	http://github.com/scavixsoftware/webframework
vikky49/android-websockets	android websockets	False	http://github.com/vikky49/android-websockets
rajesh-virtueinfo/symfony-standard	symfony standard	False	http://github.com/rajesh-virtueinfo/symfony-standard
gitappinformatics/sample_app	sample app	False	http://github.com/gitappinformatics/sample_app
virenderkumar/diaspora	diaspora	False	http://github.com/virenderkumar/diaspora
5argon/vimsettings	vimsettings	True	http://github.com/5argon/vimsettings
stenio123/horizontalslidingcarduiview	horizontalslidingcarduiview	False	http://github.com/stenio123/horizontalslidingcarduiview
lehui99/echoservice	echoservice	False	http://github.com/lehui99/echoservice
benben-yunyun/emacs_setting	emacs setting	True	http://github.com/benben-yunyun/emacs_setting
mosesmendoza/macvim_alias	macvim alias	True	http://github.com/mosesmendoza/macvim_alias
moviedo/owlcarousel	owlcarousel	False	http://github.com/moviedo/owlcarousel
illusionrom/android_device_generic_mini-emulator-armv7-a-neon	android device generic mini emulator armv7 a neon	False	http://github.com/illusionrom/android_device_generic_mini-emulator-armv7-a-neon
viper007bond/new-post-format-unmigrator	new post format unmigrator	False	http://github.com/viper007bond/new-post-format-unmigrator
bamanzi/emacs-for-python	emacs for python	True	http://github.com/bamanzi/emacs-for-python
reaper-guy/ultimatesurvivallab	ultimatesurvivallab	False	http://github.com/reaper-guy/ultimatesurvivallab
acabouet/survival-kit	survival kit	False	http://github.com/acabouet/survival-kit
goodfree/vitamiobundle	vitamiobundle	False	http://github.com/goodfree/vitamiobundle
vincent-chua/three.js	three js	False	http://github.com/vincent-chua/three.js
milianw/scivi	scivi	False	http://github.com/milianw/scivi
svinkle/longship	longship	False	http://github.com/svinkle/longship
thesambassador/ludumdare27	ludumdare 	False	http://github.com/thesambassador/ludumdare27
honavarsohaan/hoverpreview	hoverpreview	False	http://github.com/honavarsohaan/hoverpreview
emacsmirror/icomplete-plus	icomplete plus	False	http://github.com/emacsmirror/icomplete-plus
yongjunwen/customermovieplayer	customermovieplayer	False	http://github.com/yongjunwen/customermovieplayer
rouss/gmgridview	gmgridview	False	http://github.com/rouss/gmgridview
ibarnes/harbour-view	harbour view	False	http://github.com/ibarnes/harbour-view
vietphu/ztube-ios	ztube ios	False	http://github.com/vietphu/ztube-ios
pushonsam/flexisel	flexisel	False	http://github.com/pushonsam/flexisel
hopkinskong/android_device_htc_qsd8k-common	android device htc qsd8k common	False	http://github.com/hopkinskong/android_device_htc_qsd8k-common
lloydmoodley/servicestack.servicestack	servicestack servicestack	False	http://github.com/lloydmoodley/servicestack.servicestack
joshpencheon/textmate-themes	textmate themes	True	http://github.com/joshpencheon/textmate-themes
samny/op1	op1	False	http://github.com/samny/op1
vidibus/vidibus-pureftpd	vidibus pureftpd	False	http://github.com/vidibus/vidibus-pureftpd
zankevich/algorithms	algorithms	False	http://github.com/zankevich/algorithms
pravinkshephertz/rails_logger_uniconr	rails logger uniconr	False	http://github.com/pravinkshephertz/rails_logger_uniconr
alvinsdf/web-simulator	web simulator	False	http://github.com/alvinsdf/web-simulator
askerlee/invictus.io	invictus io	False	http://github.com/askerlee/invictus.io
blackfalcon/uxebootcamp-b12.graphvizdoc	uxebootcamp b  graphvizdoc	False	http://github.com/blackfalcon/uxebootcamp-b12.graphvizdoc
svincibo/openhatchpractice	openhatchpractice	False	http://github.com/svincibo/openhatchpractice
bacattak/sample_app_rails_4	sample app rails 4	False	http://github.com/bacattak/sample_app_rails_4
iandbird/vimeo.bundle	vimeo bundle	False	http://github.com/iandbird/vimeo.bundle
masterdidoo/seateditor	seateditor	False	http://github.com/masterdidoo/seateditor
drmanitoba/devise-and-cancan-demo	devise and cancan demo	False	http://github.com/drmanitoba/devise-and-cancan-demo
vikre/tdt4175	tdt 	False	http://github.com/vikre/tdt4175
laabroo/groupedtextview	groupedtextview	False	http://github.com/laabroo/groupedtextview
sam881/chrome-app-samples	chrome app samples	False	http://github.com/sam881/chrome-app-samples
hxprrn3856/xenon-lamps--night-driving-safer	xenon lamps  night driving safer	False	http://github.com/hxprrn3856/xenon-lamps--night-driving-safer
vinodk77/hibernet	hibernet	False	http://github.com/vinodk77/hibernet
joelschopp/libtpms	libtpms	False	http://github.com/joelschopp/libtpms
jmccaffrey/sample_app-1	sample app 1	False	http://github.com/jmccaffrey/sample_app-1
vividboarder/qfixtoggle	qfixtoggle	False	http://github.com/vividboarder/qfixtoggle
vietnv2707/sample_app	sample app	False	http://github.com/vietnv2707/sample_app
joelerik/jp	jp	False	http://github.com/joelerik/jp
articulate/visualstudio	visualstudio	False	http://github.com/articulate/visualstudio
kevinresol/flixel-addons	flixel addons	False	http://github.com/kevinresol/flixel-addons
monsterkode/notaris	notaris	False	http://github.com/monsterkode/notaris
vmiheer/dotemacs	dotemacs	True	http://github.com/vmiheer/dotemacs
pombredanne/django-csvimport	django csvimport	True	http://github.com/pombredanne/django-csvimport
opensamba/wiki	wiki	False	http://github.com/opensamba/wiki
greese/dasein-cloud-virtustream	dasein cloud virtustream	False	http://github.com/greese/dasein-cloud-virtustream
vquaiato/tdc2010-ironruby-samples	tdc  ironruby samples	False	http://github.com/vquaiato/tdc2010-ironruby-samples
guerramarvin/postmantocurl	postmantocurl	False	http://github.com/guerramarvin/postmantocurl
victorhugolgr/doc	doc	False	http://github.com/victorhugolgr/doc
leskod/practice1	practice1	False	http://github.com/leskod/practice1
ohoushyar/acme_store_app	acme store app	False	http://github.com/ohoushyar/acme_store_app
samrayner/html-compressor	html compressor	False	http://github.com/samrayner/html-compressor
david-wilson/blog	blog	False	http://github.com/david-wilson/blog
vietnam/html5-template	html5 template	False	http://github.com/vietnam/html5-template
heewa/environment	environment	False	http://github.com/heewa/environment
logiccoders/olimageview	olimageview	False	http://github.com/logiccoders/olimageview
u99vic/test	test	False	http://github.com/u99vic/test
ekansa/gapvis	gapvis	False	http://github.com/ekansa/gapvis
eagleoneraptor/gsharkdown	gsharkdown	False	http://github.com/eagleoneraptor/gsharkdown
olivierlacan/lobsters	lobsters	False	http://github.com/olivierlacan/lobsters
ya-888/videoandgameportal	videoandgameportal	False	http://github.com/ya-888/videoandgameportal
jcalau/mdw-guiaios02-uiwebview	mdw guiaios  uiwebview	False	http://github.com/jcalau/mdw-guiaios02-uiwebview
yukimasa2k/kyukonavi	kyukonavi	False	http://github.com/yukimasa2k/kyukonavi
visuallab/3dmodelview	3dmodelview	False	http://github.com/visuallab/3dmodelview
samphippen/wristbands	wristbands	False	http://github.com/samphippen/wristbands
leonvandaal/hellogitworld	hellogitworld	False	http://github.com/leonvandaal/hellogitworld
manvinder28/pushplugin	pushplugin	False	http://github.com/manvinder28/pushplugin
veminovici/vxberyllium	vxberyllium	False	http://github.com/veminovici/vxberyllium
evillegenius/openexr	openexr	False	http://github.com/evillegenius/openexr
eenvincible/newsblur	newsblur	True	http://github.com/eenvincible/newsblur
