is_data_statistics	repo	terms	is_data_statistics	url
True	marioprats/pluginlib	pluginlib	False	http://github.com/marioprats/pluginlib
True	walkingdisaster/tresterw	tresterw	False	http://github.com/walkingdisaster/tresterw
True	krister1028/seomozapisamples	seomozapisamples	False	http://github.com/krister1028/seomozapisamples
True	thisdavejohnson/ansible-examples	ansible examples	False	http://github.com/thisdavejohnson/ansible-examples
True	haripiki/attendance-management-system	attendance management system	False	http://github.com/haripiki/attendance-management-system
True	davidlislc/cassandra-unit-examples	cassandra unit examples	False	http://github.com/davidlislc/cassandra-unit-examples
True	zdtorok/sample_app	sample app	False	http://github.com/zdtorok/sample_app
True	mbc1984/sample	sample	False	http://github.com/mbc1984/sample
True	saschaold/rt2860	rt 	False	http://github.com/saschaold/rt2860
True	renn999/flask-example	flask example	False	http://github.com/renn999/flask-example
True	satriagery/pharmacy-management	pharmacy management	False	http://github.com/satriagery/pharmacy-management
True	dhatch/bukkitmanager	bukkitmanager	False	http://github.com/dhatch/bukkitmanager
True	perusworld/monotouch-samples	monotouch samples	False	http://github.com/perusworld/monotouch-samples
True	hideoyanagi/mongoid-history	mongoid history	True	http://github.com/hideoyanagi/mongoid-history
True	toubib/backup-manager	backup manager	False	http://github.com/toubib/backup-manager
True	igor19691969/modaland.org	modaland org	False	http://github.com/igor19691969/modaland.org
True	vincentechi/cascades-samples	cascades samples	False	http://github.com/vincentechi/cascades-samples
True	pokeinteractive/vanandroidapp	vanandroidapp	False	http://github.com/pokeinteractive/vanandroidapp
True	danielbenami/sample_app	sample app	False	http://github.com/danielbenami/sample_app
True	cerealmilk/opencart	opencart	False	http://github.com/cerealmilk/opencart
True	kingofglory/android-holo-datetimepicker	android holo datetimepicker	False	http://github.com/kingofglory/android-holo-datetimepicker
True	dlacorte/nodejsbook.io.examples	nodejsbook io examples	False	http://github.com/dlacorte/nodejsbook.io.examples
True	monaghant/docx-mailmerge	docx mailmerge	False	http://github.com/monaghant/docx-mailmerge
True	epictetus/guideline	guideline	False	http://github.com/epictetus/guideline
True	renggli/projecteuler	projecteuler	True	http://github.com/renggli/projecteuler
True	extensha/call-bridge-management	call bridge management	False	http://github.com/extensha/call-bridge-management
True	asongate/samplerepo	samplerepo	False	http://github.com/asongate/samplerepo
True	eventmanagementindia/traditional-south-indian-wedding	traditional south indian wedding	False	http://github.com/eventmanagementindia/traditional-south-indian-wedding
True	caruccio/openshift-python-memcached-example	openshift python memcached example	False	http://github.com/caruccio/openshift-python-memcached-example
True	rxg1565/sash	sash	False	http://github.com/rxg1565/sash
True	mkubon/cython-hidapi	cython hidapi	False	http://github.com/mkubon/cython-hidapi
True	sameerkvaidya/beersample-java	beersample java	False	http://github.com/sameerkvaidya/beersample-java
True	hisataka/poisample	poisample	False	http://github.com/hisataka/poisample
True	julienchastang/meetup-2-16-2011	meetup 2    	False	http://github.com/julienchastang/meetup-2-16-2011
True	s4553711/ck-job-manager	ck job manager	False	http://github.com/s4553711/ck-job-manager
True	ilovejs/jsonme	jsonme	False	http://github.com/ilovejs/jsonme
True	lovejavaee/javaee7-samples	javaee7 samples	False	http://github.com/lovejavaee/javaee7-samples
True	pld-linux/openmoko-appmanager	openmoko appmanager	False	http://github.com/pld-linux/openmoko-appmanager
True	99salomes/bash_scripts	bash scripts	False	http://github.com/99salomes/bash_scripts
True	fink-stanislav/friendface	friendface	False	http://github.com/fink-stanislav/friendface
True	estiens/project_euler_ruby	project euler ruby	True	http://github.com/estiens/project_euler_ruby
True	leysauron/tomcat-redis-session-manager	tomcat redis session manager	False	http://github.com/leysauron/tomcat-redis-session-manager
True	pornthipw/nodejs-mongogui	nodejs mongogui	False	http://github.com/pornthipw/nodejs-mongogui
True	rubenbialon/bootstrap-datepicker	bootstrap datepicker	False	http://github.com/rubenbialon/bootstrap-datepicker
True	invisibleroads/pandas	pandas	True	http://github.com/invisibleroads/pandas
True	pepijnk/cwac-merge	cwac merge	False	http://github.com/pepijnk/cwac-merge
True	gnugr/atril	atril	False	http://github.com/gnugr/atril
True	slamtanna/sample_app	sample app	False	http://github.com/slamtanna/sample_app
True	paolodm/euler	euler	True	http://github.com/paolodm/euler
True	stratwine/jaxws-samples	jaxws samples	False	http://github.com/stratwine/jaxws-samples
True	goinstant/user-colors	user colors	False	http://github.com/goinstant/user-colors
True	igor-slipko/test	test	False	http://github.com/igor-slipko/test
True	chrisroedig/jquery-fileupload-rails-paperclip-example	jquery fileupload rails paperclip example	False	http://github.com/chrisroedig/jquery-fileupload-rails-paperclip-example
True	bradhe/go_protoc_example	go protoc example	False	http://github.com/bradhe/go_protoc_example
True	sleepepi/randomization	randomization	False	http://github.com/sleepepi/randomization
True	twbs/bootstrap-sass	bootstrap sass	False	http://github.com/twbs/bootstrap-sass
True	azrosen92/aepi_alpha-psi	aepi alpha psi	False	http://github.com/azrosen92/aepi_alpha-psi
True	murilopolese/elkill	elkill	False	http://github.com/murilopolese/elkill
True	kabaim/sample_app	sample app	False	http://github.com/kabaim/sample_app
True	gangrenagastrit/mahapps.metro	mahapps metro	False	http://github.com/gangrenagastrit/mahapps.metro
True	beenkevin/examples	examples	False	http://github.com/beenkevin/examples
True	svineet/manage-homeviews	manage homeviews	False	http://github.com/svineet/manage-homeviews
True	appliedis/ais-mobilecasemanagement	ais mobilecasemanagement	False	http://github.com/appliedis/ais-mobilecasemanagement
True	pipepito/opengis	opengis	False	http://github.com/pipepito/opengis
True	yoshidajun/sample_app	sample app	False	http://github.com/yoshidajun/sample_app
True	danviv/sample_app	sample app	False	http://github.com/danviv/sample_app
True	saisivam/openstack-install-and-understand-guide	openstack install and understand guide	False	http://github.com/saisivam/openstack-install-and-understand-guide
True	jaekim0908/sample_app	sample app	False	http://github.com/jaekim0908/sample_app
True	localchart/backbone.layoutmanager	backbone layoutmanager	False	http://github.com/localchart/backbone.layoutmanager
True	tochoromero/sample_app	sample app	False	http://github.com/tochoromero/sample_app
True	emersoncardenas/twitterupcejemplo	twitterupcejemplo	False	http://github.com/emersoncardenas/twitterupcejemplo
True	mouseluka/chat-nodejs	chat nodejs	False	http://github.com/mouseluka/chat-nodejs
True	pvijayror/polymorph_example	polymorph example	False	http://github.com/pvijayror/polymorph_example
True	erikakers/standards	standards	False	http://github.com/erikakers/standards
True	percussa/audiocube-examples	audiocube examples	False	http://github.com/percussa/audiocube-examples
True	risingspiral/testexamples	testexamples	False	http://github.com/risingspiral/testexamples
True	atanabe/less-for-notepad-plusplus	less for notepad plusplus	False	http://github.com/atanabe/less-for-notepad-plusplus
True	akhileshtech/project-euler	project euler	True	http://github.com/akhileshtech/project-euler
True	alisson2/trabajoencargado	trabajoencargado	False	http://github.com/alisson2/trabajoencargado
True	jcamelon/sample_app	sample app	False	http://github.com/jcamelon/sample_app
True	blcfr/euler	euler	True	http://github.com/blcfr/euler
True	blowekamp/itkpybuffer	itkpybuffer	False	http://github.com/blowekamp/itkpybuffer
True	bangnaga/cloud9	cloud9	False	http://github.com/bangnaga/cloud9
True	bitcoinjs/node-bitcoin-explorer	node bitcoin explorer	False	http://github.com/bitcoinjs/node-bitcoin-explorer
True	azorg/gnuradio-examples	gnuradio examples	False	http://github.com/azorg/gnuradio-examples
True	perfect5085/javasample	javasample	False	http://github.com/perfect5085/javasample
True	allanwhite/zurb-responsive-email-templates-sass	zurb responsive email templates sass	False	http://github.com/allanwhite/zurb-responsive-email-templates-sass
True	agabert/openstack-standalone-install	openstack standalone install	False	http://github.com/agabert/openstack-standalone-install
True	clover/oauth-examples	oauth examples	False	http://github.com/clover/oauth-examples
True	ramanandapanda/mydemo_repo	mydemo repo	False	http://github.com/ramanandapanda/mydemo_repo
True	rachelmarty20/sample_app	sample app	False	http://github.com/rachelmarty20/sample_app
True	rdbaron/sample_app	sample app	False	http://github.com/rdbaron/sample_app
True	bobschaff/sample_app	sample app	False	http://github.com/bobschaff/sample_app
True	droid87/securechatmanager	securechatmanager	False	http://github.com/droid87/securechatmanager
True	andrewjo/rajawaliexamples	rajawaliexamples	False	http://github.com/andrewjo/rajawaliexamples
True	markjenkinsskullspace/ldaptor-antong	ldaptor antong	False	http://github.com/markjenkinsskullspace/ldaptor-antong
True	feinertom/aws-reserved-instances-optimizer	aws reserved instances optimizer	False	http://github.com/feinertom/aws-reserved-instances-optimizer
True	steveshen73/sample_app	sample app	False	http://github.com/steveshen73/sample_app
True	fearthecowboy/sxsplus	sxsplus	False	http://github.com/fearthecowboy/sxsplus
True	hungaikev/python-flask-neo4j-heroku-example	python flask neo4j heroku example	False	http://github.com/hungaikev/python-flask-neo4j-heroku-example
True	disaster839/totalfreedommod	totalfreedommod	False	http://github.com/disaster839/totalfreedommod
True	phren0logy/project_manager	project manager	False	http://github.com/phren0logy/project_manager
True	bitmakerlabs/jquery_review	jquery review	False	http://github.com/bitmakerlabs/jquery_review
True	black-fenix/ripple-ldap	ripple ldap	False	http://github.com/black-fenix/ripple-ldap
True	leadsplus/bl.ocks.org	bl ocks org	False	http://github.com/leadsplus/bl.ocks.org
True	syop/opencv_for_ios_book_samples	opencv for ios book samples	True	http://github.com/syop/opencv_for_ios_book_samples
True	serubin/animal-simulator	animal simulator	False	http://github.com/serubin/animal-simulator
True	joedevon/phpunit---zend-framework-sample-setup	phpunit   zend framework sample setup	False	http://github.com/joedevon/phpunit---zend-framework-sample-setup
True	lhotari/filespy-spock-example	filespy spock example	False	http://github.com/lhotari/filespy-spock-example
True	computeinstance/testnode	testnode	False	http://github.com/computeinstance/testnode
True	cluther/zenpacks.example.evaluatedcommandmodeler	zenpacks example evaluatedcommandmodeler	False	http://github.com/cluther/zenpacks.example.evaluatedcommandmodeler
True	ryuukas/epicbangers	epicbangers	False	http://github.com/ryuukas/epicbangers
True	byronsanchez/robolectricsample	robolectricsample	False	http://github.com/byronsanchez/robolectricsample
True	xeranas/siasamplefirst	siasamplefirst	False	http://github.com/xeranas/siasamplefirst
True	dartuser07/dart-html5-samples	dart html5 samples	False	http://github.com/dartuser07/dart-html5-samples
True	seckin206/downsample-gaussianfilter-aliasing	downsample gaussianfilter aliasing	True	http://github.com/seckin206/downsample-gaussianfilter-aliasing
True	cyandreamproject/android_packages_apps_dspmanager	android packages apps dspmanager	False	http://github.com/cyandreamproject/android_packages_apps_dspmanager
True	ategus/contactmanager	contactmanager	False	http://github.com/ategus/contactmanager
True	wpexplorer/page-templater	page templater	False	http://github.com/wpexplorer/page-templater
True	kopipejst/just	just	False	http://github.com/kopipejst/just
True	jordanblocher/hermes-legacy	hermes legacy	False	http://github.com/jordanblocher/hermes-legacy
True	bytemaster/boost_idl	boost idl	False	http://github.com/bytemaster/boost_idl
True	hermesnuss35/vendas	vendas	False	http://github.com/hermesnuss35/vendas
True	amitviz/net.visrolia.matlab.2dbeam	net visrolia matlab 2dbeam	True	http://github.com/amitviz/net.visrolia.matlab.2dbeam
True	gregorkoz/symfony-standard	symfony standard	False	http://github.com/gregorkoz/symfony-standard
True	akirichev/sassy-buttons	sassy buttons	False	http://github.com/akirichev/sassy-buttons
True	snikch/go-simplejson	go simplejson	False	http://github.com/snikch/go-simplejson
True	bwhite/scikit-learn	scikit learn	True	http://github.com/bwhite/scikit-learn
True	abrightwell/puppet-jbossas	puppet jbossas	False	http://github.com/abrightwell/puppet-jbossas
True	bradmarrs/sample_app	sample app	False	http://github.com/bradmarrs/sample_app
True	123456srinivasu/sample-project	sample project	False	http://github.com/123456srinivasu/sample-project
True	igoryamba/ifupdown-scripts	ifupdown scripts	False	http://github.com/igoryamba/ifupdown-scripts
True	igorbrigadir/storm-deploy	storm deploy	False	http://github.com/igorbrigadir/storm-deploy
True	kentarokentaro/samplerepo02	samplerepo 	False	http://github.com/kentarokentaro/samplerepo02
True	lucas-stanford/hackerolympics	hackerolympics	False	http://github.com/lucas-stanford/hackerolympics
True	brianjerardi/standards-and-practices	standards and practices	False	http://github.com/brianjerardi/standards-and-practices
True	os2world/util-filemanager-onscreen2	util filemanager onscreen2	False	http://github.com/os2world/util-filemanager-onscreen2
True	signconkensthu/the-jacket-keira-knightley-download	the jacket keira knightley download	False	http://github.com/signconkensthu/the-jacket-keira-knightley-download
True	jakekarnes42/sample_app	sample app	False	http://github.com/jakekarnes42/sample_app
